Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Country of Origin (product.metafields.custom.country_of_origin),Description of the good (product.metafields.custom.description_of_the_good),HS Code (product.metafields.custom.hs_code),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Altersgruppe (product.metafields.shopify.age-group),Farbe (product.metafields.shopify.color-pattern),Stoff (product.metafields.shopify.fabric),Größe (product.metafields.shopify.size),Eigenschaften der Badebekleidung (product.metafields.shopify.swimwear-features),Zielgeschlecht (product.metafields.shopify.target-gender),Ergänzende Produkte (product.metafields.shopify--discovery--product_recommendation.complementary_products),Ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products),Einstellungen für ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products_display),Produktboosts suchen (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
zoe-bottom-black-velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/black-velvet-bandeau-bikini-top-black.jpg?v=1744706063,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angelina-top-black,ANGELINA TOP,<p>Crincle triangle top.<br>Adjustable over the shoulder straps.<br>Ties at the back.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,BLACK,,Size,S,,,,,SS-2025-26-01,32.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/giorgia-bikini-top-black.jpg?v=1745005719,1,"Stylish Amara Bikini Top made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Angelina Top - Black,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,schwarz,lycra,s; m; l,schnelltrocknend; leicht; schmeichelnde-silhouette,weiblich,"",mila-bottom-black; evelyn-pareo-black,only manual,,,kg,,,active
angelina-top-black,,,,,,,,,BLACK,,,M,,,,,SS-2025-26-01,35.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/mila-brazilian-bikini-bottom-back.jpg?v=1743751242,2,"Stylish Mila Brazilian Bikini Bottom made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
angelina-top-black,,,,,,,,,BLACK,,,L,,,,,SS-2025-26-01,38.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/cringled-black-triangle-bikini-top-front.jpg?v=1744705526,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
angelina-top-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/cringle-black-triangle-bikini-top-front-bilalithelabel.jpg?v=1745168007,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mila-bottom-black,MILA BOTTOM,<p>Crincle stap bottom.<br>Mid to high waist cut.<br>Tie straps on the side.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,BLACK,,Size,S,,,,,SS-2025-27-01,34.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/mila-brazilian-bikini-bottom-back.jpg?v=1743751242,1,"Stylish Mila Brazilian Bikini Bottom made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Mila Bottom - Black,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,schwarz,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend,weiblich,"",angelina-top-black; evelyn-pareo-black,only manual,,,kg,,,active
mila-bottom-black,,,,,,,,,BLACK,,,M,,,,,SS-2025-27-01,36.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/giorgia-bikini-top-black.jpg?v=1745005719,2,"Stylish Amara Bikini Top made of black Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mila-bottom-black,,,,,,,,,BLACK,,,L,,,,,SS-2025-27-01,40.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/cringled-black-triangle-bikini-top-front.jpg?v=1744705526,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mila-bottom-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/cringle-black-triangle-bikini-top-front-bilalithelabel.jpg?v=1745168007,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chiara-top-offwhite,CHIARA TOP,<p>Wrap beandeau top.<br>Ties at the back.<br>Adjustable thin shoulders straps.<br>Ruched sides for adjustable coverage.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,OFF-WHITE,,Size,S,,,,,SS-2025-28-18,45.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/chiara-bandeau-bikini-top-offwhite.jpg?v=1743750748,1,"Stylish Chiara Bandeau Bikini Topmade of white Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Chiara Top - Offwhite,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,weiss,lycra,s; m; l,schnelltrocknend; leicht; verstellbarer-riemen; schmeichelnde-silhouette,weiblich,"",noa-bottom-offwhite; evelyn-pareo-white; michaela-dress-rose,only manual,,,kg,,,active
chiara-top-offwhite,,,,,,,,,OFF-WHITE,,,M,,,,,SS-2025-28-18,48.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/noa-brazilian-bikini-bottom-white.jpg?v=1744190959,2,"Stylish Noa Brazilian Bikini Bottom made of white Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chiara-top-offwhite,,,,,,,,,OFF-WHITE,,,L,,,,,SS-2025-28-18,51.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/white-bandeau-bikini-top-front.jpg?v=1744705920,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chiara-top-offwhite,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/bandeau-bikini-top-front-white.jpg?v=1744705945,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noa-bottom-offwhite,NOA BOTTOM,<p>Brazilian bikini bottom.<br>Adjustable thin side straps.<br>Ruched front and back for adjustable coverage.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,OFF-WHITE,,Size,S,,,,,SS-2025-29-18,57.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/noa-brazilian-bikini-bottom-white.jpg?v=1744190959,1,"Stylish Noa Brazilian Bikini Bottom made of white Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Noa Bottom - Offwhite,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,weiss,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend; verstellbarer-riemen,weiblich,"",chiara-top-offwhite; evelyn-pareo-white; rike-dress-champagne,only manual,,,kg,,,active
noa-bottom-offwhite,,,,,,,,,OFF-WHITE,,,M,,,,,SS-2025-29-18,60.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/chiara-bandeau-bikini-top-offwhite.jpg?v=1743750748,2,"Stylish Chiara Bandeau Bikini Topmade of white Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
noa-bottom-offwhite,,,,,,,,,OFF-WHITE,,,L,,,,,SS-2025-29-18,63.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/9E4E8A5B-98FF-4AE2-9B67-CFA49814F4EF.jpg?v=1744355327,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
noa-bottom-offwhite,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/bandeau-bikini-top-front-white.jpg?v=1744705945,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maja-top-dark-brown,MAJA TOP,<p>Triangle top.<br>Adjustable shoulders straps.<br>Ties at the back.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Shiny finish.<br>Italian Lycra Fabric.</p>,BILALI The Label ,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,COLOR,DARK BROWN,,SIZE,S,,,,,SS-2025-18-20,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-brown.jpg?v=1743420345,1,"Luxury Maja Triangle Bikini Top made of shiny brown Italian Lycra fabric with adjustable ties - soft seam, fast-drying, more comfort and perfect fit",false,Maja Top - Dark Brown,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,braun,lycra,s; m; l,schnelltrocknend; leicht; schmeichelnde-silhouette; verstellbarer-riemen,weiblich,"",valentina-bottom-dark-brown; evelyn-pareo-brown,only manual,,,kg,,,active
maja-top-dark-brown,,,,,,,,,DARK BROWN,,,M,,,,,SS-2025-18-20,37.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-brown.jpg?v=1743420267,2,"Stylish Valentina Brazilian Bikini Bottom made of shiny brown Italian Lycra fabric with ties - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-dark-brown,,,,,,,,,DARK BROWN,,,L,,,,,SS-2025-18-20,39.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/dark-brown-triangle-top-bikini-front.jpg?v=1744564383,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-dark-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/78499261-9587-45E2-B28D-388BDCD54105.jpg?v=1744360630,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maja-top-khaki,MAJA TOP,<p>Triangle top.<br>Adjustable shoulders straps.<br>Ties at the back.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Shiny finish.<br>Italian Lycra Fabric.</p>,BILALI The Label ,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,KHAKI,,Size,S,,,,,SS-2025-18-09,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-khaki.jpg?v=1743751012,1,"Stylish Maja Triangle Bikini Top made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Maja Top - Khaki,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,khaki,lycra,l; m; s,schnelltrocknend; leicht; schmeichelnde-silhouette,weiblich,"",valentina-bottom-khaki; evelyn-pareo-khaki,only manual,,,kg,,,active
maja-top-khaki,,,,,,,,,KHAKI,,,M,,,,,SS-2025-18-09,37.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-khaki.jpg?v=1743751067,2,"Stylish Valentina Brazilian Bikini Bottom made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-khaki,,,,,,,,,KHAKI,,,L,,,,,SS-2025-18-09,39.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/khaki-triangle-bikini-top-front.jpg?v=1744705470,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
maja-top-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/khaki-brazilian-bikini-bottom-back.jpg?v=1744705758,4,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorene-top-ocean-blue,LORENE TOP,"<p><span style=""font-size: 0.875rem;"">Triangle top.<br></span>Adjustable over the shoulder straps.<br>Adjustable under the bust strap.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>",BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,COLOR,OCEAN BLUE,,Size,S,,,,,SS-2025-02-17,32.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/lorene-triangle-bikini-top-oceanblue.jpg?v=1743751133,1,"Stylish Lorene Triangle Bikini Top made of ocean blue Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Lorene Top - Ocean Blue,,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,ocean-blue,lycra,s; m; l,schnelltrocknend; leicht; schmeichelnde-silhouette; verstellbarer-riemen,weiblich,"",sara-bottom-ocean-blue; evelyn-pareo-anthracite,only manual,,,kg,,,active
lorene-top-ocean-blue,,,,,,,,,OCEAN BLUE,,,M,,,,,SS-2025-02-17,35.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Sara_Brazilian_Bikini_Bottom_Ocean_Blue.jpg?v=1743418117,2,"Stylish Sara Brazilian Bikini Bottom made of ocean blue Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lorene-top-ocean-blue,,,,,,,,,OCEAN BLUE,,,L,,,,,SS-2025-02-17,38.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/5C0BD32D-8A71-408F-9377-5A4EA8D8CA63.jpg?v=1744355927,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lorene-top-ocean-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/blue-triangle-top-bikini-front.jpg?v=1745004955,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorene-top-ocean-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/blue-bbrazilian-bikini-bottom-back.jpg?v=1744564199,5,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorene-top-brown,LORENE TOP,<p>Triangle top.<br>Adjustable over the shoulder straps.<br>Adjustable under the bust strap.<br>Opaque - fully lined.<br>Not padded.<br>Quick drying.<br>Matte finish.<br>Italian Lycra Fabric.</p>,BILALI The Label ,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, swimwear, tops",true,Color,CHOCOLATE BROWN,,Size,S,,,,,SS-2025-02-19,32.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/lorene-triangle-bikini-top-brown.jpg?v=1743420144,1,"Stylish Lorene Triangle Bikini Top made of brown Italian Lycra fabric with adjustable straps - soft seam, fast-drying, more comfort and perfect fit",false,Lorene Top - Chocolate Brown,Triangle top. Adjustable over the shoulder and under the bust straps. Not padded. Quick drying. Matte finish. Italian lycra fabric.,166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Top,611421,FALSE,erwachsene,chocolate-brown,lycra,s; m; l,schmeichelnde-silhouette; leicht,weiblich,"",sara-bottom-brown; evelyn-pareo-brown,only manual,,,kg,,,active
lorene-top-brown,,,,,,,,,CHOCOLATE BROWN,,,M,,,,,SS-2025-02-19,35.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Sara_Brazilian_Bikini_Bottom_Brown.jpg?v=1743418151,2,"Stylish Sara Brazilian Bikini Bottom made of brown Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lorene-top-brown,,,,,,,,,CHOCOLATE BROWN,,,L,,,,,SS-2025-02-19,38.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/brown-triangle-bikini-top-bilalithelabel.jpg?v=1745167325,3,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lorene-top-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/brown-brazilian-bikini-bottom-back.jpg?v=1745005149,4,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valentina-bottom-khaki,VALENTINA BOTTOM,"<p>Strap<span style=""mso-spacerun: yes;"">  </span>bottom <br>Mid to high waist cut<br>Tie straps on the side<br>Opaque - fully lined<br>Not padded<br>Quick drying<br>Shiny finish<br>Italian Lycra Fabric</p>",BILALI The Label ,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,KHAKI,,Size,S,,,,,SS-2025-19-09,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-khaki.jpg?v=1743751067,1,"Stylish Valentina Brazilian Bikini Bottom made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Valentina Bottom - Khaki,"Strap bottom.
Mid to high waist cut.
Tie straps on the side.
Opaque - fully lined.
Not padded.
Quick drying.
Shiny finish.
Italian Lycra Fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,khaki,lycra,s; m; l,leicht; schmeichelnde-silhouette; schnelltrocknend,weiblich,,evelyn-pareo-khaki; maja-top-khaki,only manual,,,kg,,,active
valentina-bottom-khaki,,,,,,,,,KHAKI,,,M,,,,,SS-2025-19-09,36.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-khaki.jpg?v=1743751012,2,"Stylish Maja Triangle Bikini Top made of shiny khaki Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-khaki,,,,,,,,,KHAKI,,,L,,,,,SS-2025-19-09,40.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/khaki-brazilian-bikini-bottom-back.jpg?v=1744705758,3,"Luxurious, one-colored Brazilian bikini bottom by Bilali the Label. Made from premium Italian Lycra. Featuring ultra-soft seams, a minimalistic basic bikini design, second-skin fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/khaki-triangle-bikini-top-front.jpg?v=1744705470,4,"Luxurious triangle swimwear basic by Bilali the Label. Made from premium Italian Lycra in SoftTheme. Featuring ultra-soft seams, sculpting fit, and fast-drying fabric for effortless elegance on sunny days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valentina-bottom-dark-brown,VALENTINA BOTTOM,"<p>Strap<span style=""mso-spacerun: yes;""> </span>bottom <br>Mid to high waist cut<br>Tie straps on the side<br>Opaque - fully lined<br>Not padded<br>Quick drying<br>Shiny finish<br>Italian Lycra Fabric</p>",BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,DARK BROWN,,Size,S,,,,,SS-2025-19-20,34.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/valentina-brazilian-bikini-bottom-brown.jpg?v=1743420267,1,"Stylish Valentina Brazilian Bikini Bottom made of shiny brown Italian Lycra fabric with ties - soft seam, fast-drying, more comfort and perfect fit",false,Valentina Bottom - Dark Brown,"Strap bottom.
Mid to high waist cut.
Tie straps on the side.
Opaque - fully lined.
Not padded.
Quick drying.
Shiny finish.
Italian Lycra Fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,braun,lycra,s; m; l,schmeichelnde-silhouette; leicht; schnelltrocknend; verstellbarer-riemen,weiblich,"",evelyn-pareo-brown; maja-top-dark-brown,only manual,,,kg,,,active
valentina-bottom-dark-brown,,,,,,,,,DARK BROWN,,,M,,,,,SS-2025-19-20,36.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/maja-triangle-bikini-top-brown.jpg?v=1743420345,2,"Luxury Maja Triangle Bikini Top made of shiny brown Italian Lycra fabric with adjustable ties - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-dark-brown,,,,,,,,,DARK BROWN,,,L,,,,,SS-2025-19-20,40.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/78499261-9587-45E2-B28D-388BDCD54105.jpg?v=1744360630,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
valentina-bottom-dark-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0821/8044/0409/files/dark-brown-triangle-top-bikini-front.jpg?v=1744564383,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sara-bottom-brown,SARA BOTTOM,<p>Strap bottom <br>Adjustable side straps<br>Can be worn high or low waist<br>Opaque - fully lined<br>Quick drying<br>Matte finish<br>Italian Lycra Fabric</p>,BILALI The Label,Apparel & Accessories > Clothing > Swimwear,Swimwear,"basic, bottoms, swimwear",true,Color,CHOCOLATE BROWN,,Size,S,,,,,SS-2025-07-19,22.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/Sara_Brazilian_Bikini_Bottom_Brown.jpg?v=1743418151,1,"Stylish Sara Brazilian Bikini Bottom made of brown Italian Lycra fabric - soft seam, fast-drying, more comfort and perfect fit",false,Sara Bottom - Brown,"Strap bottom.
Adjustable side straps.
Can be worn high or low waist.
Opaque - fully lined.
Quick drying.
Matte finish.
Italian Lycra Fabric.",166,,adult,,new,FALSE,,,,,,Czech Republic,Swimwear Bottom,611421,FALSE,erwachsene,chocolate-brown,lycra,s; m; l,schnelltrocknend; verstellbarer-riemen,weiblich,,evelyn-pareo-brown; lorene-top-brown,only manual,,,kg,,,active
sara-bottom-brown,,,,,,,,,CHOCOLATE BROWN,,,M,,,,,SS-2025-07-19,25.0,shopify,deny,manual,89.00,,true,true,"",https://cdn.shopify.com/s/files/1/0821/8044/0409/files/lorene-triangle-bikini-top-brown.jpg?v=1743420144,2,"Stylish Lorene Triangle Bikini Top made of brown Italian Lycra fabric with adjustable straps - soft seam, fast-drying, more comfort and perfect fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
